Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Rk_shooting,Nation_shooting,Pos_shooting,Age_shooting,Born_shooting,90s_shooting,Gls_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting,PKatt_shooting,Rk_goalkeeping,Nation_goalkeeping,Pos_goalkeeping,Age_goalkeeping,Born_goalkeeping,MP_goalkeeping,Starts_goalkeeping,Min_goalkeeping,90s_goalkeeping,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_goalkeeping,PKA,PKsv,PKm,Save%.1,League,Fls,Fld,Crs,Int,TklW,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Gls/90,Ast/90,Fls/90,Fld/90,Crs/90,Int/90,TklW/90
554,Ben White,eng ENG,DF,Arsenal,26,1997,17,13,1198,13.3,0,2,2,0,0,0,2,0,0,0.15,0.15,0,0.15,554,eng ENG,DF,26,1997,13.3,0,9.0,2.0,22.2,0.6766917293233082,0.15037593984962405,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,10.0,5.0,17.0,16.0,15.0,,,,,,,,,0.0,0.15037593984962405,0.7518796992481203,0.37593984962406013,1.2781954887218046,1.2030075187969924,1.1278195488721805
562,Ben Winterburn,eng ENG,MF,Bournemouth,19,2004,4,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,562,eng ENG,MF,19,2004,0.3,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,1.0,0.0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,3.3333333333333335,0.0,6.666666666666667,0.0
43,Benoît Badiashile,fr FRA,DF,Chelsea,23,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,43,fr FRA,DF,23,2001,3.7,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,6.0,2.0,1.0,6.0,6.0,,,,,,,,,0.0,0.0,1.6216216216216215,0.5405405405405405,0.27027027027027023,1.6216216216216215,1.6216216216216215
471,Bernardo Silva,pt POR,MF,Manchester City,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27,471,pt POR,MF,29,1994,29.7,4,32.0,12.0,37.5,1.0774410774410774,0.40404040404040403,0.13,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,27.0,31.0,60.0,21.0,35.0,,,,,,,,,0.13468013468013468,0.13468013468013468,0.9090909090909091,1.043771043771044,2.0202020202020203,0.7070707070707071,1.1784511784511784
304,Bernd Leno,de GER,GK,Fulham,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,304,de GER,GK,32,1992,38,0,0.0,0.0,,0.0,0.0,,,0,0,20,de GER,GK,32,1992,38,38,"3,420",38,54,1.42,158,107,67.7,15,9,14,5,13.2,4,3,1,0,25,Premier League,0.0,4.0,0.0,0.0,2.0,,,,,,,,,0.0,0.02631578947368421,0.0,0.10526315789473684,0.0,0.0,0.05263157894736842
58,Beto,gw GNB,FW,Everton,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,0.47,0,0.47,0.47,0.47,58,gw GNB,FW,26,1998,17,8,49.0,23.0,46.9,2.8823529411764706,1.3529411764705883,0.16,0.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,33.0,23.0,4.0,4.0,7.0,,,,,,,,,0.47058823529411764,0.0,1.9411764705882353,1.3529411764705883,0.23529411764705882,0.23529411764705882,0.4117647058823529
283,Bilal El Khannouss,ma MAR,MF,Leicester City,20,2004,32,27,2182,24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,283,ma MAR,MF,20,2004,24.2,2,30.0,7.0,23.3,1.2396694214876034,0.2892561983471075,0.07,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,30.0,13.0,89.0,5.0,30.0,,,,,,,,,0.08264462809917356,0.12396694214876033,1.2396694214876034,0.5371900826446281,3.677685950413223,0.2066115702479339,1.2396694214876034
200,Billy Gilmour,sct SCO,MF,Brighton,23,2001,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,sct SCO,MF,23,2001,1.1,0,1.0,0.0,0,0.9090909090909091,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,3.0,1.0,0.0,4.0,,,,,,,,,0.0,0.0,1.8181818181818181,2.727272727272727,0.9090909090909091,0.0,3.6363636363636362
127,Bobby De Cordova-Reid,jm JAM,"MF,FW",Leicester City,31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,127,jm JAM,"MF,FW",31,1993,8.3,1,7.0,3.0,42.9,0.8433734939759036,0.36144578313253006,0.14,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,8.0,9.0,15.0,1.0,3.0,,,,,,,,,0.12048192771084336,0.24096385542168672,0.9638554216867469,1.0843373493975903,1.8072289156626504,0.12048192771084336,0.36144578313253006
276,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,24,1999,26,20,1726,19.2,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,276,fr FRA,"MF,DF",24,1999,19.2,1,10.0,3.0,30,0.5208333333333334,0.15625,0.1,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,29.0,35.0,1.0,16.0,23.0,,,,,,,,,0.052083333333333336,0.0,1.5104166666666667,1.8229166666666667,0.052083333333333336,0.8333333333333334,1.1979166666666667
519,Boubacar Traoré,ml MLI,MF,Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,ml MLI,MF,22,2001,0,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Boubakary Soumaré,fr FRA,MF,Leicester City,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0,0,0,0,0,485,fr FRA,MF,25,1999,24.1,0,7.0,0.0,0,0.2904564315352697,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,24.0,23.0,10.0,27.0,19.0,,,,,,,,,0.0,0.0,0.9958506224066389,0.954356846473029,0.41493775933609955,1.120331950207469,0.7883817427385892
215,Brajan Gruda,de GER,"MF,FW",Brighton,20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,0.13,0.52,0.66,0.13,0.66,215,de GER,"MF,FW",20,2004,7.6,1,11.0,5.0,45.5,1.4473684210526316,0.6578947368421053,0.09,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,7.0,12.0,29.0,2.0,8.0,,,,,,,,,0.13157894736842105,0.5263157894736842,0.9210526315789475,1.5789473684210527,3.8157894736842106,0.2631578947368421,1.0526315789473684
38,Brandon Austin,eng ENG,GK,Tottenham Hotspur,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,eng ENG,GK,25,1999,1,0,0.0,0.0,,0.0,0.0,,,0,0,4,eng ENG,GK,25,1999,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,,Premier League,0.0,2.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0
267,Brennan Johnson,wls WAL,"FW,MF",Tottenham Hotspur,23,2001,33,24,2177,24.2,11,3,14,11,0,0,5,0,0.45,0.12,0.58,0.45,0.58,267,wls WAL,"FW,MF",23,2001,24.2,11,54.0,20.0,37,2.231404958677686,0.8264462809917356,0.2,0.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,27.0,26.0,52.0,4.0,23.0,,,,,,,,,0.4545454545454546,0.12396694214876033,1.115702479338843,1.0743801652892562,2.1487603305785123,0.1652892561983471,0.9504132231404959
181,Bruno Fernandes,pt POR,MF,Manchester Utd,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45,181,pt POR,MF,29,1994,33.5,8,96.0,29.0,30.2,2.8656716417910446,0.8656716417910447,0.05,0.17,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,32.0,40.0,185.0,26.0,52.0,,,,,,,,,0.23880597014925373,0.29850746268656714,0.9552238805970149,1.1940298507462686,5.522388059701493,0.7761194029850746,1.5522388059701493
220,Bruno Guimarães,br BRA,MF,Newcastle United,26,1997,38,38,3271,36.3,5,6,11,5,0,0,7,0,0.14,0.17,0.3,0.14,0.3,220,br BRA,MF,26,1997,36.3,5,45.0,15.0,33.3,1.2396694214876034,0.4132231404958678,0.11,0.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,65.0,107.0,29.0,28.0,47.0,,,,,,,,,0.13774104683195593,0.1652892561983471,1.790633608815427,2.947658402203857,0.7988980716253444,0.7713498622589532,1.2947658402203859
341,Bryan Mbeumo,cm CMR,"MF,FW",Brentford,24,1999,38,38,3414,37.9,20,7,27,15,5,6,3,0,0.53,0.18,0.71,0.4,0.58,341,cm CMR,"MF,FW",24,1999,37.9,20,85.0,41.0,48.2,2.242744063324538,1.0817941952506596,0.18,0.37,5,6,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,25.0,44.0,200.0,11.0,30.0,,,,,,,,,0.5277044854881267,0.18469656992084432,0.6596306068601583,1.1609498680738786,5.277044854881266,0.29023746701846964,0.79155672823219
448,Bukayo Saka,eng ENG,"FW,MF",Arsenal,22,2001,25,20,1729,19.2,6,10,16,5,1,1,3,0,0.31,0.52,0.83,0.26,0.78,448,eng ENG,"FW,MF",22,2001,19.2,6,67.0,23.0,34.3,3.4895833333333335,1.1979166666666667,0.07,0.22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,15.0,39.0,115.0,3.0,15.0,,,,,,,,,0.3125,0.5208333333333334,0.78125,2.03125,5.989583333333334,0.15625,0.78125
294,Caleb Kporha,eng ENG,DF,Crystal Palace,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,294,eng ENG,DF,18,2006,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,2.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,20.0,0.0,10.0
396,Caleb Okoli,it ITA,DF,Leicester City,23,2001,19,12,1125,12.5,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,396,it ITA,DF,23,2001,12.5,1,4.0,2.0,50,0.32,0.16,0.25,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,16.0,9.0,1.0,15.0,14.0,,,,,,,,,0.08,0.0,1.28,0.72,0.08,1.2,1.12
244,Callum Hudson-Odoi,eng ENG,MF,Nottingham Forest,23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,0.21,0.08,0.29,0.21,0.29,244,eng ENG,MF,23,2000,24.4,5,37.0,17.0,45.9,1.5163934426229508,0.6967213114754098,0.14,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,12.0,25.0,80.0,13.0,16.0,,,,,,,,,0.20491803278688525,0.0819672131147541,0.49180327868852464,1.0245901639344264,3.278688524590164,0.5327868852459017,0.6557377049180328
559,Callum Wilson,eng ENG,FW,Newcastle United,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,559,eng ENG,FW,32,1992,4.1,0,6.0,1.0,16.7,1.4634146341463417,0.24390243902439027,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,4.0,1.0,2.0,1.0,2.0,,,,,,,,,0.0,0.0,0.9756097560975611,0.24390243902439027,0.48780487804878053,0.24390243902439027,0.48780487804878053
48,Calvin Bassey,ng NGA,DF,Fulham,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,0.03,0,0.03,0.03,0.03,48,ng NGA,DF,24,1999,34.2,1,14.0,4.0,28.6,0.4093567251461988,0.11695906432748537,0.07,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,26.0,31.0,9.0,19.0,33.0,,,,,,,,,0.029239766081871343,0.0,0.7602339181286549,0.9064327485380116,0.2631578947368421,0.5555555555555555,0.9649122807017543
31,Cameron Archer,eng ENG,FW,Southampton,23,2001,35,13,1441,16.0,2,0,2,2,0,1,0,0,0.12,0,0.12,0.12,0.12,31,eng ENG,FW,23,2001,16,2,29.0,11.0,37.9,1.8125,0.6875,0.07,0.18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,16.0,13.0,4.0,1.0,9.0,,,,,,,,,0.125,0.0,1.0,0.8125,0.25,0.0625,0.5625
76,Cameron Burgess,au AUS,DF,Ipswich Town,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,0,0.12,0.12,0,0.12,76,au AUS,DF,28,1995,17.1,0,10.0,3.0,30,0.5847953216374269,0.17543859649122806,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,6.0,4.0,0.0,10.0,13.0,,,,,,,,,0.0,0.11695906432748537,0.3508771929824561,0.23391812865497075,0.0,0.5847953216374269,0.7602339181286549
280,Caoimhín Kelleher,ie IRL,GK,Liverpool,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,ie IRL,GK,25,1998,10,0,0.0,0.0,,0.0,0.0,,,0,0,17,ie IRL,GK,25,1998,10,10,900,10,12,1.2,37,24,67.6,7,2,1,4,40,1,0,1,0,100,Premier League,0.0,3.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0
14,Carlos Alcaraz,ar ARG,MF,Everton,21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,0.24,0.35,0.59,0.24,0.59,14,ar ARG,MF,21,2002,8.5,2,26.0,11.0,42.3,3.0588235294117645,1.2941176470588236,0.08,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,13.0,12.0,11.0,5.0,4.0,,,,,,,,,0.23529411764705882,0.35294117647058826,1.5294117647058822,1.411764705882353,1.2941176470588236,0.5882352941176471,0.47058823529411764
13,Carlos Alcaraz,ar ARG,MF,Southampton,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,ar ARG,MF,21,2002,0.1,0,1.0,1.0,100,10.0,10.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,1.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,0.0,10.0,0.0,10.0,10.0,0.0
45,Carlos Baleba,cm CMR,MF,Brighton,20,2004,34,31,2661,29.6,3,1,4,3,0,0,8,1,0.1,0.03,0.14,0.1,0.14,45,cm CMR,MF,20,2004,29.6,3,44.0,11.0,25,1.4864864864864864,0.3716216216216216,0.07,0.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,39.0,47.0,9.0,49.0,44.0,,,,,,,,,0.10135135135135134,0.03378378378378378,1.3175675675675675,1.5878378378378377,0.30405405405405406,1.6554054054054053,1.4864864864864864
187,Carlos Forbs,pt POR,MF,Wolves,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0,187,pt POR,MF,20,2004,2.7,0,2.0,0.0,0,0.7407407407407407,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,1.0,8.0,1.0,4.0,,,,,,,,,0.0,0.0,0.7407407407407407,0.37037037037037035,2.962962962962963,0.37037037037037035,1.4814814814814814
481,Carlos Soler,es ESP,MF,West Ham United,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,481,es ESP,MF,27,1997,15.7,1,25.0,9.0,36,1.5923566878980893,0.5732484076433121,0.04,0.11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,26.0,19.0,35.0,8.0,11.0,,,,,,,,,0.06369426751592357,0.06369426751592357,1.6560509554140128,1.2101910828025477,2.229299363057325,0.5095541401273885,0.7006369426751593
539,Carlos Vinícius,br BRA,FW,Fulham,29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,539,br BRA,FW,29,1995,0.2,0,1.0,1.0,100,5.0,5.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,2.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0
87,Casemiro,br BRA,MF,Manchester Utd,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,87,br BRA,MF,32,1992,16.6,1,32.0,10.0,31.3,1.9277108433734937,0.6024096385542168,0.03,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,20.0,19.0,20.0,15.0,52.0,,,,,,,,,0.06024096385542168,0.0,1.2048192771084336,1.1445783132530118,1.2048192771084336,0.9036144578313252,3.1325301204819276
434,Chadi Riad,ma MAR,DF,Crystal Palace,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,ma MAR,DF,21,2003,1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,1.0,0.0,0.0,2.0,2.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,2.0,2.0
503,Charlie Taylor,eng ENG,DF,Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,503,eng ENG,DF,30,1993,4,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,3.0,9.0,5.0,6.0,,,,,,,,,0.0,0.0,0.5,0.75,2.25,1.25,1.5
148,Cheick Doucouré,ml MLI,MF,Crystal Palace,24,2000,13,4,452,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,ml MLI,MF,24,2000,5,0,7.0,0.0,0,1.4,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,7.0,7.0,1.0,11.0,9.0,,,,,,,,,0.0,0.0,1.4,1.4,0.2,2.2,1.8
393,Chidozie Obi-Martin,dk DEN,FW,Manchester Utd,16,2007,7,1,165,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,393,dk DEN,FW,16,2007,1.8,0,5.0,1.0,20,2.7777777777777777,0.5555555555555556,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,3.0,1.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,1.6666666666666665,0.5555555555555556,0.0,0.0,0.5555555555555556
395,Chiedozie Ogbene,ie IRL,MF,Ipswich Town,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,395,ie IRL,MF,27,1997,2.6,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,7.0,4.0,1.0,3.0,,,,,,,,,0.0,0.0,0.7692307692307692,2.692307692307692,1.5384615384615383,0.3846153846153846,1.1538461538461537
98,Chiquinho,pt POR,MF,Wolves,24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,pt POR,MF,24,2000,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,1.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,10.0,0.0,10.0,0.0,0.0
436,Chris Richards,us USA,DF,Crystal Palace,24,2000,24,22,1922,21.4,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05,436,us USA,DF,24,2000,21.4,1,12.0,6.0,50,0.5607476635514019,0.28037383177570097,0.08,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,11.0,5.0,5.0,18.0,30.0,,,,,,,,,0.04672897196261683,0.0,0.5140186915887851,0.23364485981308414,0.23364485981308414,0.8411214953271029,1.4018691588785048
564,Chris Wood,nz NZL,FW,Nottingham Forest,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,0.61,0.09,0.7,0.52,0.61,564,nz NZL,FW,32,1991,32.9,20,68.0,35.0,51.5,2.066869300911854,1.0638297872340425,0.25,0.49,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,25.0,24.0,1.0,6.0,5.0,,,,,,,,,0.60790273556231,0.0911854103343465,0.7598784194528876,0.729483282674772,0.030395136778115502,0.182370820668693,0.1519756838905775
168,Christian Eriksen,dk DEN,MF,Manchester Utd,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0,0.17,168,dk DEN,MF,32,1992,11.8,1,15.0,2.0,13.3,1.271186440677966,0.1694915254237288,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,8.0,3.0,84.0,7.0,8.0,,,,,,,,,0.0847457627118644,0.1694915254237288,0.6779661016949152,0.2542372881355932,7.11864406779661,0.5932203389830508,0.6779661016949152
389,Christian Nørgaard,dk DEN,MF,Brentford,30,1994,34,34,2819,31.3,5,4,9,5,0,0,8,1,0.16,0.13,0.29,0.16,0.29,389,dk DEN,MF,30,1994,31.3,5,39.0,16.0,41,1.2460063897763578,0.5111821086261981,0.13,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,44.0,28.0,18.0,46.0,47.0,,,,,,,,,0.1597444089456869,0.12779552715654952,1.4057507987220448,0.8945686900958466,0.5750798722044729,1.4696485623003195,1.5015974440894568
542,Christian Walton,eng ENG,GK,Ipswich Town,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,eng ENG,GK,28,1995,7,0,0.0,0.0,,0.0,0.0,,,0,0,43,eng ENG,GK,28,1995,7,7,630,7,19,2.71,37,20,54.1,1,1,5,1,14.3,2,2,0,0,0,Premier League,0.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
384,Christopher Nkunku,fr FRA,"MF,FW",Chelsea,26,1997,27,9,921,10.2,3,2,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,384,fr FRA,"MF,FW",26,1997,10.2,3,25.0,12.0,48,2.450980392156863,1.1764705882352942,0.12,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,16.0,11.0,6.0,7.0,8.0,,,,,,,,,0.29411764705882354,0.19607843137254904,1.5686274509803924,1.0784313725490198,0.5882352941176471,0.6862745098039216,0.7843137254901962
155,Claudio Echeverri,ar ARG,MF,Manchester City,18,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,ar ARG,MF,18,2006,0.1,0,0.0,0.0,,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Cody Gakpo,nl NED,MF,Liverpool,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65,193,nl NED,MF,25,1999,21.5,10,57.0,23.0,40.4,2.6511627906976742,1.069767441860465,0.18,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,20.0,31.0,73.0,12.0,17.0,,,,,,,,,0.46511627906976744,0.18604651162790697,0.9302325581395349,1.441860465116279,3.395348837209302,0.5581395348837209,0.7906976744186046
408,Cole Palmer,eng ENG,MF,Chelsea,22,2002,37,36,3191,35.5,15,8,23,11,4,5,7,0,0.42,0.23,0.65,0.31,0.54,408,eng ENG,MF,22,2002,35.5,15,126.0,51.0,40.5,3.5492957746478875,1.4366197183098592,0.09,0.22,4,5,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,15.0,60.0,145.0,10.0,18.0,,,,,,,,,0.4225352112676056,0.22535211267605634,0.4225352112676056,1.6901408450704225,4.084507042253521,0.28169014084507044,0.5070422535211268
66,Conor Bradley,nir NIR,DF,Liverpool,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0,0.24,0.24,0,0.24,66,nir NIR,DF,21,2003,8.4,0,10.0,3.0,30,1.1904761904761905,0.35714285714285715,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,12.0,14.0,7.0,3.0,10.0,,,,,,,,,0.0,0.23809523809523808,1.4285714285714286,1.6666666666666665,0.8333333333333333,0.35714285714285715,1.1904761904761905
94,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,94,eng ENG,"MF,FW",27,1997,9.5,1,16.0,4.0,25,1.6842105263157894,0.42105263157894735,0.06,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,11.0,7.0,9.0,3.0,5.0,,,,,,,,,0.10526315789473684,0.10526315789473684,1.1578947368421053,0.7368421052631579,0.9473684210526315,0.3157894736842105,0.5263157894736842
104,Conor Coady,eng ENG,DF,Leicester City,31,1993,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,104,eng ENG,DF,31,1993,19,1,2.0,2.0,100,0.10526315789473684,0.10526315789473684,0.5,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,8.0,3.0,0.0,12.0,9.0,,,,,,,,,0.05263157894736842,0.0,0.42105263157894735,0.15789473684210525,0.0,0.631578947368421,0.47368421052631576
517,Conor Townsend,eng ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0,0.27,0.27,0,0.27,517,eng ENG,DF,31,1993,3.7,0,1.0,0.0,0,0.27027027027027023,0.0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,2.0,4.0,12.0,5.0,7.0,,,,,,,,,0.0,0.27027027027027023,0.5405405405405405,1.081081081081081,3.243243243243243,1.3513513513513513,1.8918918918918919
125,Craig Dawson,eng ENG,DF,Wolves,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0,0,0,0,0,125,eng ENG,DF,34,1990,10.8,0,5.0,1.0,20,0.4629629629629629,0.09259259259259259,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,6.0,5.0,0.0,10.0,4.0,,,,,,,,,0.0,0.0,0.5555555555555555,0.4629629629629629,0.0,0.9259259259259258,0.37037037037037035
445,Cristian Romero,ar ARG,DF,Tottenham Hotspur,26,1998,18,18,1416,15.7,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,445,ar ARG,DF,26,1998,15.7,1,16.0,8.0,50,1.019108280254777,0.5095541401273885,0.06,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,14.0,12.0,3.0,15.0,29.0,,,,,,,,,0.06369426751592357,0.0,0.89171974522293,0.7643312101910829,0.1910828025477707,0.9554140127388535,1.8471337579617835
497,Crysencio Summerville,nl NED,"MF,FW",West Ham United,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,0.11,0.11,0.23,0.11,0.23,497,nl NED,"MF,FW",22,2001,8.7,1,14.0,5.0,35.7,1.6091954022988506,0.574712643678161,0.07,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Premier League,9.0,23.0,21.0,0.0,7.0,,,,,,,,,0.1149425287356322,0.1149425287356322,1.0344827586206897,2.6436781609195403,2.4137931034482762,0.0,0.8045977011494253
