,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
648,Steven Sessegnon,eng ENG,DF,Wigan Athletic,24,2000,13,12,889,9.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
649,Paik Seung-ho,kr KOR,MF,Birmingham City,27,1997,41,36,"3,292",36.6,1,3,4,1,0,0,1,0,0.03,0.08,0.11,0.03,0.11,Matches
650,Sonny Sharples,,MF,Bolton Wanderers,,,3,1,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Kofi Shaw,,MF,Bristol Rovers,,,15,12,992,11,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
652,Liam Shaw,eng ENG,MF,Northampton Town,23,2001,8,8,701,7.8,2,0,2,2,0,0,2,0,0.26,0,0.26,0.26,0.26,Matches
653,Josh Sheehan,wls WAL,MF,Bolton Wanderers,29,1995,34,29,"2,499",27.8,3,5,8,3,0,0,8,0,0.11,0.18,0.29,0.11,0.29,Matches
654,Jordan Shipley,ie IRL,MF,Shrewsbury Town,26,1997,33,14,"1,521",16.9,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
655,Bolu Shofowoke,,FW,Peterborough United,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
656,Tola Showunmi,eng ENG,FW,Crawley Town,24,2000,24,11,"1,007",11.2,4,1,5,4,0,0,3,0,0.36,0.09,0.45,0.36,0.45,Matches
657,Toby Sibbick,ug UGA,DF,Wigan Athletic,25,1999,31,22,"2,000",22.2,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
658,Louie Sibley,eng ENG,MF,Rotherham United,22,2001,21,16,"1,360",15.1,2,1,3,2,0,0,3,0,0.13,0.07,0.2,0.13,0.2,Matches
659,Sam Silvera,au AUS,MF,Blackpool,23,2000,15,3,454,5,1,1,2,1,0,0,3,0,0.2,0.2,0.4,0.2,0.4,Matches
660,Xavier Simons,eng ENG,MF,Wycombe Wanderers,21,2003,14,12,"1,015",11.3,0,1,1,0,0,0,3,1,0,0.09,0.09,0,0.09,Matches
661,Jack Simpson,eng ENG,DF,Leyton Orient,27,1996,17,10,959,10.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
662,Tyreece Simpson,kn SKN,FW,Stevenage,22,2002,19,7,638,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
663,Scott Sinclair,eng ENG,"MF,FW",Bristol Rovers,35,1989,41,20,"1,832",20.4,4,1,5,4,0,0,1,0,0.2,0.05,0.25,0.2,0.25,Matches
664,Declan Skura,eng ENG,DF,Wycombe Wanderers,22,2002,8,5,546,6.1,0,1,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
665,Gaga Slonina,us USA,GK,Barnsley,20,2004,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
666,Thierry Small,eng ENG,"MF,DF",Charlton Athletic,19,2004,39,32,"2,861",31.8,2,3,5,2,0,0,6,0,0.06,0.09,0.16,0.06,0.16,Matches
667,Jackson Smith,eng ENG,GK,Barnsley,22,2001,6,5,389,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
668,Jonny Smith,eng ENG,MF,Wigan Athletic,27,1997,36,19,"1,763",19.6,3,5,8,3,0,0,0,0,0.15,0.26,0.41,0.15,0.41,Matches
669,Kane Smith,eng ENG,DF,Stevenage,28,1996,14,13,"1,087",12.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
670,Korey Smith,eng ENG,MF,Cambridge United,33,1991,23,23,"2,024",22.5,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
671,Matthew Smith,eng ENG,MF,Wigan Athletic,23,2000,19,17,"1,305",14.5,1,3,4,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28,Matches
672,Sam Smith,eng ENG,FW,Reading,26,1998,25,24,"2,134",23.7,11,2,13,10,1,1,7,0,0.46,0.08,0.55,0.42,0.51,Matches
673,Sam Smith,eng ENG,FW,Wrexham,26,1998,18,18,"1,527",17,7,0,7,7,0,0,3,0,0.41,0,0.41,0.41,0.41,Matches
674,Scott Smith,wls WAL,MF,Wigan Athletic,23,2001,38,18,"1,925",21.4,0,0,0,0,0,0,12,0,0,0,0,0,0,Matches
675,Ruel Sotiriou,cy CYP,"MF,FW",Bristol Rovers,23,2000,37,32,"2,495",27.7,6,2,8,6,0,0,7,0,0.22,0.07,0.29,0.22,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Lino Sousa,eng ENG,"DF,MF",Bristol Rovers,19,2005,25,14,"1,304",14.5,0,2,2,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
677,Macauley Southam-Hales,wls WAL,"MF,DF",Stockport,28,1996,17,14,"1,227",13.6,3,0,3,3,0,0,3,0,0.22,0,0.22,0.22,0.22,Matches
678,Luke Southwood,nir NIR,GK,Bolton Wanderers,26,1997,20,20,"1,800",20,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
679,Jack Sowerby,eng ENG,MF,Northampton Town,29,1995,10,8,610,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
680,Jack Sparkes,eng ENG,DF,Peterborough United,23,2000,21,18,"1,527",17,0,2,2,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
681,Shay Spencer,,MF,Reading,,,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
682,Jason Sraha,eng ENG,DF,Burton Albion,21,2002,16,12,995,11.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
683,Jay Stansfield,eng ENG,"FW,MF",Birmingham City,21,2002,37,31,"2,683",29.8,19,3,22,10,9,10,7,0,0.64,0.1,0.74,0.34,0.44,Matches
684,Jed Steer,eng ENG,GK,Peterborough United,31,1992,25,25,"2,250",25,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
685,Jack Stevens,eng ENG,GK,Cambridge United,26,1997,12,11,"1,002",11.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
686,Ben Stevenson,eng ENG,MF,Cambridge United,27,1997,17,11,"1,071",11.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
687,Toby Steward,eng ENG,GK,Crawley Town,19,2005,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
688,Callum Stewart,eng ENG,"FW,MF",Shrewsbury Town,22,2001,15,3,380,4.2,0,1,1,0,0,0,2,0,0,0.24,0.24,0,0.24,Matches
689,Michael Stickland,eng ENG,DF,Reading,21,2002,5,4,345,3.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
690,Joshua Stokes,,MF,Cambridge United,,,32,26,"2,355",26.2,7,2,9,5,2,3,4,0,0.27,0.08,0.34,0.19,0.27,Matches
691,Josh Stones,eng ENG,FW,Wigan Athletic,20,2003,3,0,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
692,Robert Street,eng ENG,"FW,MF",Lincoln City,22,2001,6,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
693,Jack Stretton,eng ENG,FW,Burton Albion,22,2001,3,0,45,0.5,0,1,1,0,0,0,0,0,0,2,2,0,2,Matches
694,Jack Stretton,eng ENG,FW,Stockport,22,2001,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
695,Ronnie Stutter,eng ENG,FW,Burton Albion,19,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
696,Mahamadou Susoho,es ESP,MF,Peterborough United,19,2005,15,7,670,7.4,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
697,Will Swan,eng ENG,"FW,MF",Crawley Town,23,2000,37,31,"2,414",26.8,7,3,10,7,0,0,1,0,0.26,0.11,0.37,0.26,0.37,Matches
698,Will Swan,eng ENG,FW,Mansfield Town,23,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
699,Dan Sweeney,eng ENG,DF,Stevenage,30,1994,21,14,"1,236",13.7,1,1,2,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,Matches
700,Jayden Sweeney,eng ENG,DF,Leyton Orient,22,2001,19,9,876,9.7,1,0,1,1,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Pierce Sweeney,ie IRL,DF,Exeter City,29,1994,18,18,"1,608",17.9,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
702,Ryan Sweeney,ie IRL,DF,Burton Albion,27,1997,42,42,"3,708",41.2,2,2,4,2,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
703,Sil Swinkels,nl NED,DF,Bristol Rovers,20,2004,14,10,884,9.8,2,0,2,2,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
704,Chris Sze,eng ENG,"MF,FW",Wigan Athletic,20,2003,12,2,323,3.6,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
705,Lasse Sørensen,dk DEN,"MF,DF",Huddersfield Town,24,1999,32,22,"2,058",22.9,0,3,3,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
706,Ryan Tafazolli,eng ENG,DF,Wycombe Wanderers,32,1991,1,1,57,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
707,Benjamin Tanimu,ng NGA,DF,Crawley Town,22,2002,7,1,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
708,Josh Taroi,,DF,Burton Albion,,,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
709,Fabio Tavares,eng ENG,FW,Burton Albion,23,2001,10,1,191,2.1,2,1,3,2,0,0,0,0,0.94,0.47,1.41,0.94,1.41,Matches
710,Caleb Taylor,eng ENG,DF,Wycombe Wanderers,21,2003,36,35,"3,175",35.3,3,0,3,3,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
711,Connor Taylor,eng ENG,DF,Bristol Rovers,22,2001,42,38,"3,504",38.9,1,1,2,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches
712,Dale Taylor,nir NIR,FW,Wigan Athletic,20,2003,43,36,"3,352",37.2,10,7,17,9,1,1,3,0,0.27,0.19,0.46,0.24,0.43,Matches
713,Joseph Taylor,wls WAL,"FW,MF",Huddersfield Town,21,2002,15,8,646,7.2,2,0,2,2,0,0,2,0,0.28,0,0.28,0.28,0.28,Matches
714,Terry Taylor,sct SCO,MF,Charlton Athletic,23,2001,8,6,516,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
715,Terry Taylor,sct SCO,MF,Northampton Town,23,2001,19,19,"1,679",18.7,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches
716,Luke Thomas,eng ENG,MF,Bristol Rovers,25,1999,36,20,"1,917",21.3,2,4,6,2,0,0,6,0,0.09,0.19,0.28,0.09,0.28,Matches
717,Silko Thomas,eng ENG,MF,Wigan Athletic,20,2004,24,20,"1,543",17.1,0,2,2,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
718,George Thomason,eng ENG,MF,Bolton Wanderers,22,2002,38,35,"3,040",33.8,4,3,7,4,0,0,11,0,0.12,0.09,0.21,0.12,0.21,Matches
719,Ben Thompson,eng ENG,MF,Stevenage,28,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
720,Dominic Thompson,eng ENG,"DF,MF",Blackpool,24,2000,3,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
721,Louis Thompson,wls WAL,MF,Stevenage,29,1994,40,34,"3,008",33.4,2,2,4,2,0,0,12,1,0.06,0.06,0.12,0.06,0.12,Matches
722,Nathan Thompson,eng ENG,DF,Stevenage,33,1990,15,14,"1,174",13,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
723,Sam Tickle,eng ENG,GK,Wigan Athletic,22,2002,46,46,"4,140",46,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
724,Christ Tiéhi,ci CIV,MF,Rotherham United,26,1998,16,13,"1,113",12.4,0,2,2,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
725,Eoin Toal,nir NIR,DF,Bolton Wanderers,25,1999,19,18,"1,548",17.2,2,2,4,2,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Ibou Touray,gm GAM,"MF,DF",Stockport,29,1994,43,38,"3,270",36.3,0,3,3,0,0,0,9,0,0,0.08,0.08,0,0.08,Matches
727,Ryan Trevitt,eng ENG,MF,Exeter City,21,2003,11,10,886,9.8,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
728,Connal Trueman,eng ENG,GK,Crawley Town,28,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
729,Basil Tuma,mt MLT,FW,Reading,18,2006,4,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
730,Ed Turns,wls WAL,DF,Exeter City,21,2002,13,13,"1,099",12.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
731,Oliver Turton,eng ENG,"MF,DF",Huddersfield Town,31,1992,28,18,"1,854",20.6,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
732,Harry Tyrer,eng ENG,GK,Blackpool,22,2001,38,38,"3,420",38,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
733,Nik Tzanev,nz NZL,GK,Northampton Town,27,1996,17,16,"1,459",16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
734,Daniel Udoh,ng NGA,"FW,MF",Wycombe Wanderers,27,1996,41,27,"2,493",27.7,9,3,12,9,0,0,2,0,0.32,0.11,0.43,0.32,0.43,Matches
735,Terence Vancooten,gy GUY,DF,Burton Albion,26,1997,30,29,"2,523",28,1,0,1,1,0,0,7,3,0.04,0,0.04,0.04,0.04,Matches
736,Caylon Vickers,eng ENG,"FW,MF",Mansfield Town,19,2004,19,14,"1,229",13.7,2,3,5,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,Matches
737,Sam Vokes,wls WAL,FW,Wycombe Wanderers,34,1989,7,0,49,0.5,2,0,2,2,0,0,0,0,3.67,0,3.67,3.67,3.67,Matches
738,Martyn Waghorn,eng ENG,"FW,MF",Northampton Town,34,1990,6,0,101,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
739,Ben Waine,nz NZL,FW,Mansfield Town,23,2001,25,2,457,5.1,2,0,2,2,0,0,1,0,0.39,0,0.39,0.39,0.39,Matches
740,Oscar Wallin,se SWE,DF,Peterborough United,23,2001,34,32,"2,815",31.3,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
741,Danny Ward,eng ENG,FW,Huddersfield Town,32,1991,13,9,615,6.8,0,1,1,0,0,0,0,1,0,0.15,0.15,0,0.15,Matches
742,Grant Ward,eng ENG,MF,Bristol Rovers,29,1994,35,22,"1,850",20.6,1,4,5,1,0,0,1,0,0.05,0.19,0.24,0.05,0.24,Matches
743,Jed Ward,eng ENG,GK,Bristol Rovers,21,2003,18,18,"1,620",18,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
744,Jayden Wareham,eng ENG,FW,Reading,21,2003,37,15,"1,526",17,5,1,6,5,0,0,2,0,0.29,0.06,0.35,0.29,0.35,Matches
745,Lewis Warrington,eng ENG,MF,Leyton Orient,21,2002,8,4,248,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
746,Louie Watson,ie IRL,MF,Crawley Town,23,2001,7,4,320,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
747,Tennai Watson,eng ENG,"MF,DF",Charlton Athletic,27,1997,16,6,501,5.6,0,1,1,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
748,Elliot Watt,sct SCO,MF,Burton Albion,24,2000,25,24,"2,170",24.1,0,4,4,0,0,0,6,0,0,0.17,0.17,0,0.17,Matches
749,Max Watters,eng ENG,FW,Barnsley,25,1999,30,18,"1,401",15.6,5,2,7,5,0,0,0,0,0.32,0.13,0.45,0.32,0.45,Matches
750,Caleb Watts,au AUS,MF,Exeter City,22,2002,31,20,"1,541",17.1,4,1,5,4,0,0,12,1,0.23,0.06,0.29,0.23,0.29,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Kelland Watts,eng ENG,DF,Cambridge United,24,1999,29,26,"2,290",25.4,0,2,2,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
752,Charlie Webster,eng ENG,MF,Burton Albion,20,2004,32,26,"2,139",23.8,5,0,5,5,0,0,5,2,0.21,0,0.21,0.21,0.21,Matches
753,Jensen Weir,sct SCO,"MF,FW",Wigan Athletic,22,2002,33,24,"1,970",21.9,0,1,1,0,0,0,6,1,0,0.05,0.05,0,0.05,Matches
754,Magnus Westergaard,dk DEN,MF,Wycombe Wanderers,26,1998,5,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
755,David Wheeler,eng ENG,MF,Wycombe Wanderers,33,1990,5,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
756,David Wheeler,eng ENG,"MF,FW",Shrewsbury Town,33,1990,10,4,458,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
757,Harvey White,eng ENG,MF,Stevenage,22,2001,41,23,"2,265",25.2,2,3,5,1,1,1,5,0,0.08,0.12,0.2,0.04,0.16,Matches
758,Ben Whitfield,eng ENG,MF,Burton Albion,28,1996,23,13,"1,240",13.8,1,3,4,1,0,0,1,0,0.07,0.22,0.29,0.07,0.29,Matches
759,Joseph Whitworth,eng ENG,GK,Exeter City,20,2004,46,46,"4,140",46,0,1,1,0,0,0,4,0,0,0.02,0.02,0,0.02,Matches
760,George Wickens,eng ENG,GK,Lincoln City,22,2001,36,36,"3,224",35.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
761,Luther Wildin,ag ATG,DF,Stevenage,26,1997,29,29,"2,610",29,0,2,2,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
762,Ben Wiles,eng ENG,MF,Huddersfield Town,25,1999,45,39,"3,418",38,8,5,13,8,0,0,1,0,0.21,0.13,0.34,0.21,0.34,Matches
763,Mallik Wilks,eng ENG,"FW,MF",Rotherham United,25,1998,41,39,"3,287",36.5,9,4,13,8,1,1,10,0,0.25,0.11,0.36,0.22,0.33,Matches
764,Dylan Williams,eng ENG,"MF,DF",Burton Albion,20,2003,26,15,"1,475",16.4,1,2,3,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,Matches
765,George Williams,eng ENG,DF,Mansfield Town,31,1993,11,8,640,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
766,Jay Williams,kn SKN,MF,Crawley Town,23,2000,12,12,"1,030",11.4,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
767,Randell Williams,eng ENG,MF,Bolton Wanderers,27,1996,16,7,745,8.3,1,2,3,1,0,0,7,0,0.12,0.24,0.36,0.12,0.36,Matches
768,Randell Williams,eng ENG,MF,Leyton Orient,27,1996,14,12,986,11,2,1,3,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matches
769,Jordan Willis,eng ENG,DF,Northampton Town,29,1994,15,11,817,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
770,James Wilson,wls WAL,DF,Bristol Rovers,35,1989,46,46,"4,140",46,2,2,4,2,0,0,9,0,0.04,0.04,0.09,0.04,0.09,Matches
771,James Wilson,eng ENG,"FW,MF",Northampton Town,28,1995,9,0,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
772,Carl Winchester,nir NIR,MF,Shrewsbury Town,31,1993,15,12,"1,038",11.5,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
773,Lewis Wing,eng ENG,MF,Reading,29,1995,46,46,"4,140",46,9,7,16,9,0,0,5,0,0.2,0.15,0.35,0.2,0.35,Matches
774,Jojo Wollacott,gh GHA,GK,Crawley Town,27,1996,33,33,"2,970",33,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
775,Ryan Woods,eng ENG,MF,Exeter City,30,1993,37,26,"2,617",29.1,2,1,3,2,0,0,11,1,0.07,0.03,0.1,0.07,0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Kyle Wootton,eng ENG,FW,Stockport,27,1996,46,40,"3,595",39.9,11,7,18,11,0,0,3,0,0.28,0.18,0.45,0.28,0.45,Matches
777,Scott Wright,sct SCO,MF,Birmingham City,26,1997,13,3,441,4.9,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
778,Gassan Yahyai,ma MAR,FW,Charlton Athletic,24,2000,19,11,837,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
779,Johnly Yfeko,eng ENG,DF,Exeter City,21,2003,12,11,995,11.1,0,1,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
780,Andy Yiadom,gh GHA,DF,Reading,32,1991,14,4,495,5.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
781,Vimal Yoganathan,wls WAL,MF,Barnsley,18,2006,5,1,111,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
782,Tony Yogane,eng ENG,MF,Exeter City,18,2005,18,5,725,8.1,0,2,2,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
783,Ayumu Yokoyama,jp JPN,MF,Birmingham City,21,2003,10,0,169,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
784,Jake Young,eng ENG,"FW,MF",Stevenage,23,2001,29,11,918,10.2,4,0,4,4,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
785,Willum Þór Willumsson,is ISL,MF,Birmingham City,25,1998,41,36,"3,058",34,6,6,12,6,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches
